#	Date	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
24	04-02-2022	Israel	3,111,307	+62,302	9,111 	+98	2,690,657	+79,458	411,539	1,134	333,616	977	41,373,364	4,436,346	9,326,000 	Asia
25	04-02-2022	Canada	3,110,639	+14,422	34,538 	+157	2,899,123	+17,779	176,978	1,140	81,281	902	56,795,249	1,484,069	38,269,955 	North America
26	04-02-2022	Japan	3,007,476	+103,038	19,039 	+90	2,246,184	+50,701	742,253	1,042	23,896	151	34,431,344	273,571	125,858,702 	Asia
27	04-02-2022	Malaysia	2,895,014	+7,234	32,011 	+11	2,799,608	+5,254	63,395	118	87,655	969	44,851,863	1,358,026	33,027,251 	Asia
28	04-02-2022	Portugal	2,843,029	+47,199	20,127 	+50	2,180,109	+46,469	642,793	174	280,121	1,983	33,409,187	3,291,782	10,149,272 	Europe
29	04-02-2022	Australia	2,677,761	+31,936	4,073 	+84	2,425,792	+46,284	247,896	319	103,103	157	61,488,681	2,367,526	25,971,705 	Australia/Oceania
30	04-02-2022	Thailand	2,475,632	+9,909	22,253 	+22	2,366,909	+7,827	86,470	542	35,326	318	17,270,775	246,446	70,079,401 	Asia
31	04-02-2022	Romania	2,356,792	+31,776	60,452 	+96	1,972,402	+10,891	323,938	1,036	123,827	3,176	19,544,993	1,026,904	19,032,926 	Europe
32	04-02-2022	Switzerland	2,354,832	+17,006	12,895 		1,425,936	+33,312	916,001	194	268,952	1,473	17,353,304	1,981,971	8,755,578 	Europe
33	04-02-2022	Vietnam	2,315,689	+11,594	38,147 	+84	2,102,456	+8,509	175,086	2,213	23,453	386	77,273,570	782,632	98,735,454 	Asia
34	04-02-2022	Chile	2,298,737	 +39,493	39,867 	+43	1,774,364	+1,758	484,506	545	118,627	2,057	30,422,814	1,569,973	19,377,925 	South America
35	04-02-2022	Sweden	2,287,785		16,143 		1,383,268	+24,003	888,374	106	224,299	1,583	17,101,699	1,676,684	10,199,717 	Europe
36	04-02-2022	Iraq	2,240,294	+6,569	24,476 	+21	2,137,200	+7,312	78,618	175	53,775	588	17,534,658	420,892	41,660,717 	Asia
37	04-02-2022	Greece	2,020,846	+18,640	23,927 	+94	1,769,478	+11,996	227,441	564	195,405	2,314	58,404,821	5,647,441	10,341,820 	Europe
38	04-02-2022	Austria	1,995,346	+36,329	14,192 	+25	1,642,027	+27,648	339,127	199	219,549	1,562	145,771,011	16,039,287	9,088,372 	Europe
39	04-02-2022	Bangladesh	1,844,828	+9,052	28,524 	+30	1,587,374	+6,282	228,930	1,516	11,027	170	12,652,514	75,625	167,306,170 	Asia
40	04-02-2022	Denmark	1,842,278	+37,938	3,828 	+17	1,266,755	+43,650	571,695	33	316,285	657	120,933,942	20,762,111	5,824,742 	Europe
41	04-02-2022	Serbia	1,745,005	+14,519	13,868 	+61	1,435,385	+12,738	295,752	151	201,009	1,597	8,273,974	953,089	8,681,217 	Europe
